ID,@dDevdCasZpravy,ID_iot_device,Created,Creator_DB,Changed,Changer_DB,actualStateSwitch1,actualStateSwitch2,@iDevdAverageCurrent,countSetSwitch1,countSetSwitch2,currentLimit,detectRain,disableCurrentLimit,disableTemperature,numberOfCycleDown,numberOfCycleUp,numberOfImpulseDown,numberOfImpulseUp,temperature,temperatureError,unitDataFrameError,unitVersionFrameError,unitVersionMajor,unitVersionMinor
931,2021-08-25 13:02:09.000,5,25.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
932,2021-08-26 00:50:40.000,4,26.08.2021 4:59,sigfox_datafetch,26.08.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1321,0,0,0,5283,5308,1059,7921,21.300000,0,0,0,1,4
933,2021-08-26 13:01:53.000,5,26.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
934,2021-08-27 00:50:21.000,4,27.08.2021 4:59,sigfox_datafetch,27.08.2021 4:59,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1320,0,0,0,5283,5308,1061,7921,20.800000,0,0,0,1,4
935,2021-08-27 13:01:33.000,5,27.08.2021 14:00,sigfox_datafetch,NULL,NULL,1,1,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
936,2021-08-28 00:50:05.000,4,28.08.2021 4:59,sigfox_datafetch,28.08.2021 4:59,sigfox_datafetch,NULL,NULL,68,NULL,NULL,1320,0,0,0,5283,5308,1066,7921,19.900000,0,0,0,1,4
937,2021-08-28 13:01:15.000,5,28.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
938,2021-08-29 00:49:45.000,4,29.08.2021 4:59,sigfox_datafetch,29.08.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1321,0,0,0,5283,5308,1070,7921,19.300000,0,0,0,1,4
939,2021-08-29 13:00:57.000,5,29.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
940,2021-08-30 00:49:26.000,4,30.08.2021 4:59,sigfox_datafetch,30.08.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1073,7921,19.100000,0,0,0,1,4
941,2021-08-30 13:00:40.000,5,30.08.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
942,2021-08-31 00:49:07.000,4,31.08.2021 4:59,sigfox_datafetch,31.08.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1321,0,0,0,5283,5308,1076,7921,19.600000,0,0,0,1,4
943,2021-08-31 13:00:20.000,5,2021-08-31 13:59:38.000,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
944,2021-09-01 00:48:49.000,4,2021-09-01 05:00:00.030,sigfox_datafetch,2021-09-01 05:00:00.030,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1321,0,0,0,5283,5308,1078,7921,20.100000,0,0,0,1,4
945,2021-09-01 13:00:01.000,5,01.09.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
946,2021-09-02 00:48:31.000,4,2021-09-02 05:00:00.020,sigfox_datafetch,2021-09-02 05:00:00.020,sigfox_datafetch,NULL,NULL,71,NULL,NULL,1320,0,0,0,5283,5308,1081,7921,19.300000,0,0,0,1,4
947,2021-09-02 12:59:43.000,5,02.09.2021 13:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
948,2021-09-03 00:48:12.000,4,03.09.2021 4:59,sigfox_datafetch,03.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1085,7921,20.100000,0,0,0,1,4
949,2021-09-03 12:59:25.000,5,03.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
950,2021-09-04 00:47:57.000,4,04.09.2021 4:59,sigfox_datafetch,04.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1088,7921,20.900000,0,0,0,1,4
951,2021-09-04 12:59:07.000,5,04.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
952,2021-09-05 00:47:36.000,4,05.09.2021 4:59,sigfox_datafetch,05.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1091,7921,20.300000,0,0,0,1,4
953,2021-09-05 12:58:49.000,5,05.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
954,2021-09-06 00:47:19.000,4,06.09.2021 4:59,sigfox_datafetch,06.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1094,7921,19.000000,0,0,0,1,4
955,2021-09-06 12:58:32.000,5,2021-09-06 12:59:52.057,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
956,2021-09-07 00:47:01.000,4,07.09.2021 4:59,sigfox_datafetch,07.09.2021 4:59,sigfox_datafetch,NULL,NULL,72,NULL,NULL,1318,0,0,0,5283,5308,1096,7921,19.100000,0,0,0,1,4
957,2021-09-07 12:58:12.000,5,07.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
958,2021-09-08 00:46:40.000,4,08.09.2021 4:59,sigfox_datafetch,08.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1318,0,0,0,5283,5308,1098,7921,20.800000,0,0,0,1,4
959,2021-09-08 12:57:53.000,5,08.09.2021 13:00,sigfox_datafetch,NULL,NULL,1,1,NULL,0,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
960,2021-09-09 00:46:24.000,4,09.09.2021 4:59,sigfox_datafetch,09.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1318,0,0,0,5283,5308,1101,7921,21.100000,0,0,0,1,4
961,2021-09-09 12:57:35.000,5,09.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
962,2021-09-10 00:46:08.000,4,10.09.2021 4:59,sigfox_datafetch,10.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1319,0,0,0,5283,5308,1105,7921,22.000000,0,0,0,1,4
963,2021-09-10 12:57:22.000,5,2021-09-10 12:59:55.057,sigfox_datafetch,NULL,NULL,1,1,NULL,0,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
964,2021-09-11 00:45:45.000,4,11.09.2021 4:59,sigfox_datafetch,11.09.2021 4:59,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1320,0,0,0,5283,5308,1111,7921,22.300000,0,0,0,1,4
965,2021-09-11 12:56:58.000,5,2021-09-11 12:59:54.097,sigfox_datafetch,NULL,NULL,1,1,NULL,0,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,2021-09-12 00:45:25.000,4,12.09.2021 4:59,sigfox_datafetch,12.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1116,7921,21.200000,0,0,0,1,4
967,2021-09-12 12:56:40.000,5,12.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
968,2021-09-14 00:44:48.000,4,13.09.2021 4:59,sigfox_datafetch,14.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1124,7921,21.600000,0,0,0,1,4
969,2021-09-13 12:56:22.000,5,13.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
970,2021-09-15 00:44:30.000,4,14.09.2021 4:59,sigfox_datafetch,15.09.2021 5:00,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1320,0,0,0,5283,5308,1127,7921,21.800000,0,0,0,1,4
971,2021-09-14 12:56:04.000,5,14.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,4166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
972,2021-09-16 00:44:14.000,4,15.09.2021 5:00,sigfox_datafetch,2021-09-16 05:00:00.083,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1319,0,0,0,5283,5308,1131,7921,23.100000,0,0,0,1,4
973,2021-09-15 12:55:45.000,5,15.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
974,2021-09-16 00:44:20.000,4,2021-09-16 05:00:00.083,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,5283,5308,0,0,23.100000,0,0,0,1,4
975,2021-09-16 12:55:27.000,5,16.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
976,2021-09-18 00:43:35.000,4,17.09.2021 4:59,sigfox_datafetch,18.09.2021 4:59,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1319,0,0,0,5283,5308,1133,7921,25.000000,0,0,0,1,4
977,2021-09-17 12:55:08.000,5,17.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
978,2021-09-19 00:43:16.000,4,18.09.2021 4:59,sigfox_datafetch,19.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1319,0,0,0,5283,5308,1134,7921,21.200000,0,0,0,1,4
979,2021-09-18 12:54:51.000,5,18.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
980,2021-09-19 12:54:33.000,5,19.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
981,2021-09-21 00:42:40.000,4,20.09.2021 4:59,sigfox_datafetch,21.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1319,0,0,0,5283,5308,1138,7921,17.200000,0,0,0,1,4
982,2021-09-20 12:54:14.000,5,20.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
983,2021-09-22 00:42:21.000,4,21.09.2021 4:59,sigfox_datafetch,22.09.2021 5:00,sigfox_datafetch,NULL,NULL,70,NULL,NULL,1321,0,0,0,5283,5308,1140,7921,18.400000,0,0,0,1,4
984,2021-09-21 12:53:55.000,5,21.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
985,2021-09-23 00:42:02.000,4,22.09.2021 5:00,sigfox_datafetch,23.09.2021 5:00,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1143,7921,19.100000,0,0,0,1,4
986,2021-09-22 12:53:38.000,5,22.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
987,2021-09-24 00:41:44.000,4,23.09.2021 5:00,sigfox_datafetch,24.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1146,7921,18.900000,0,0,0,1,4
988,2021-09-23 12:53:20.000,5,23.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
989,2021-09-25 00:41:31.000,4,24.09.2021 4:59,sigfox_datafetch,25.09.2021 4:59,sigfox_datafetch,NULL,NULL,69,NULL,NULL,1320,0,0,0,5283,5308,1148,7921,19.700000,0,0,0,1,4
990,2021-09-24 12:53:01.000,5,24.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
991,2021-09-26 00:41:07.000,4,25.09.2021 4:59,sigfox_datafetch,26.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1150,7921,20.000000,0,0,0,1,4
992,2021-09-25 12:52:43.000,5,25.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
993,2021-09-27 00:40:49.000,4,26.09.2021 4:59,sigfox_datafetch,27.09.2021 4:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,1320,0,0,0,5283,5308,1155,7921,21.200000,0,0,0,1,4
994,2021-09-26 12:52:24.000,5,26.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
995,2021-09-27 00:41:03.000,4,27.09.2021 4:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,5283,5308,0,0,20.700000,0,0,0,1,4
996,2021-09-27 12:52:05.000,5,27.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,2021-09-28 00:40:39.000,4,2021-09-28 04:59:44.033,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,5283,5308,0,0,20.300000,0,0,0,1,4
998,2021-09-28 12:51:48.000,5,28.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,2021-09-30 00:39:53.000,4,2021-09-29 04:59:40.023,sigfox_datafetch,30.09.2021 4:59,sigfox_datafetch,NULL,NULL,67,NULL,NULL,1320,0,0,0,5283,5308,1165,7921,17.900000,0,0,0,1,4
1000,2021-09-29 12:51:30.000,5,29.09.2021 12:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1039,2021-11-02 07:50:08.000,3,02.11.2021 7:59,sigfox_datafetch,02.11.2021 7:59,sigfox_datafetch,NULL,NULL,247,NULL,NULL,808,0,0,0,0,0,2,4,19.300000,0,0,0,1,5
1040,2021-11-02 07:55:37.000,3,02.11.2021 7:59,sigfox_datafetch,02.11.2021 7:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,808,0,0,0,1,0,3,4,18.900000,0,0,0,1,5
1041,2021-11-03 07:55:19.000,3,02.11.2021 7:59,sigfox_datafetch,03.11.2021 7:59,sigfox_datafetch,NULL,NULL,213,NULL,NULL,807,0,0,0,1,1,4,7,0.000000,0,0,0,1,5
1042,2021-11-02 14:37:48.000,5,02.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1043,2021-11-04 07:55:06.000,3,03.11.2021 7:59,sigfox_datafetch,04.11.2021 7:59,sigfox_datafetch,NULL,NULL,90,NULL,NULL,807,0,0,0,2,2,4,7,19.100000,0,0,0,1,5
1044,2021-11-03 14:37:29.000,5,03.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045,2021-11-04 14:37:11.000,5,04.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,0,NULL,0,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046,2021-11-05 07:54:43.000,3,05.11.2021 7:59,sigfox_datafetch,NULL,NULL,NULL,NULL,79,NULL,NULL,807,0,0,0,0,0,4,7,0.000000,0,0,0,0,0
1047,2021-11-05 14:15:50.000,3,05.11.2021 14:59,sigfox_datafetch,05.11.2021 14:59,sigfox_datafetch,NULL,NULL,0,NULL,NULL,807,0,0,0,2,2,4,7,18.500000,0,0,0,1,5
1048,2021-11-05 14:36:53.000,5,05.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1049,2021-11-07 14:15:13.000,3,06.11.2021 14:59,sigfox_datafetch,07.11.2021 14:59,sigfox_datafetch,NULL,NULL,88,NULL,NULL,807,0,0,0,2,2,4,7,16.800000,0,0,0,1,5
1050,2021-11-06 14:36:34.000,5,06.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1051,2021-11-08 14:14:52.000,3,07.11.2021 14:59,sigfox_datafetch,08.11.2021 14:59,sigfox_datafetch,NULL,NULL,86,NULL,NULL,808,0,0,0,2,2,4,7,15.600000,0,0,0,1,5
1052,2021-11-07 14:36:16.000,5,07.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1053,2021-11-09 14:14:35.000,3,08.11.2021 14:59,sigfox_datafetch,09.11.2021 14:59,sigfox_datafetch,NULL,NULL,82,NULL,NULL,807,0,0,0,2,2,4,7,19.500000,0,0,0,1,5
1054,2021-11-08 14:35:58.000,5,08.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1055,2021-11-10 14:14:19.000,3,09.11.2021 14:59,sigfox_datafetch,2021-11-10 14:59:58.027,sigfox_datafetch,NULL,NULL,83,NULL,NULL,807,0,0,0,2,2,4,7,19.600000,0,0,0,1,5
1056,2021-11-09 14:35:39.000,5,09.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1057,2021-11-11 14:14:03.000,3,2021-11-10 14:59:58.027,sigfox_datafetch,11.11.2021 14:59,sigfox_datafetch,NULL,NULL,93,NULL,NULL,807,0,0,0,2,2,4,7,20.400000,0,0,0,1,5
1058,2021-11-10 14:35:21.000,5,2021-11-10 14:59:58.027,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1059,2021-11-11 14:35:03.000,5,11.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1060,2021-11-12 14:34:45.000,5,12.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1061,2021-11-13 14:13:25.000,3,13.11.2021 14:59,sigfox_datafetch,NULL,NULL,NULL,NULL,82,NULL,NULL,807,0,0,0,0,0,4,7,0.000000,0,0,0,0,0
1062,2021-11-13 14:34:26.000,5,13.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1063,2021-11-14 14:13:09.000,3,14.11.2021 14:59,sigfox_datafetch,14.11.2021 14:59,sigfox_datafetch,NULL,NULL,84,NULL,NULL,807,0,0,0,2,2,4,7,12.800000,0,0,0,1,5
1064,2021-11-14 14:34:08.000,5,14.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1065,2021-11-17 14:12:10.000,3,15.11.2021 14:59,sigfox_datafetch,17.11.2021 14:59,sigfox_datafetch,NULL,NULL,86,NULL,NULL,807,0,0,0,2,2,4,7,19.500000,0,0,0,1,5
1066,2021-11-15 14:33:50.000,5,15.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1067,2021-11-16 14:33:31.000,5,16.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1068,2021-11-18 14:11:52.000,3,17.11.2021 14:59,sigfox_datafetch,18.11.2021 14:59,sigfox_datafetch,NULL,NULL,83,NULL,NULL,807,0,0,0,2,2,4,7,18.500000,0,0,0,1,5
1069,2021-11-17 14:33:13.000,5,17.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1070,2021-11-19 14:11:34.000,3,18.11.2021 14:59,sigfox_datafetch,19.11.2021 14:59,sigfox_datafetch,NULL,NULL,91,NULL,NULL,807,0,0,0,2,2,4,7,19.800000,0,0,0,1,5
1071,2021-11-18 14:32:55.000,5,18.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1072,2021-11-20 14:11:21.000,3,19.11.2021 14:59,sigfox_datafetch,20.11.2021 14:59,sigfox_datafetch,NULL,NULL,89,NULL,NULL,807,0,0,0,2,2,4,7,19.100000,0,0,0,1,5
1073,2021-11-19 14:32:36.000,5,19.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1074,2021-11-20 14:11:25.000,3,20.11.2021 14:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,2,2,0,0,15.000000,0,0,0,1,5
1075,2021-11-20 14:32:18.000,5,20.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1076,2021-11-22 14:10:39.000,3,21.11.2021 14:59,sigfox_datafetch,22.11.2021 14:59,sigfox_datafetch,NULL,NULL,88,NULL,NULL,808,0,0,0,2,2,4,7,14.100000,0,0,0,1,5
1077,2021-11-21 14:31:59.000,5,21.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1078,2021-11-22 14:10:48.000,3,22.11.2021 14:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,2,2,0,0,19.800000,0,0,0,1,5
1079,2021-11-22 14:31:42.000,5,22.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1080,2021-11-23 14:10:36.000,3,23.11.2021 14:59,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,2,2,0,0,19.300000,0,0,0,1,5
1081,2021-11-23 14:31:24.000,5,23.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1082,2021-11-24 14:10:12.000,3,2021-11-24 14:59:58.073,sigfox_datafetch,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,0,2,2,0,0,18.800000,0,0,0,1,5
1083,2021-11-24 14:31:05.000,5,2021-11-24 14:59:58.073,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1084,2021-11-25 14:30:47.000,5,25.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1085,2021-11-26 14:30:28.000,5,26.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1086,2021-11-28 14:08:54.000,3,27.11.2021 14:59,sigfox_datafetch,28.11.2021 14:59,sigfox_datafetch,NULL,NULL,83,NULL,NULL,807,0,0,0,2,2,5,11,11.500000,0,0,0,1,5
1087,2021-11-27 14:30:10.000,5,27.11.2021 14:59,sigfox_datafetch,NULL,NULL,1,1,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1088,2021-11-29 14:08:36.000,3,28.11.2021 14:59,sigfox_datafetch,29.11.2021 14:59,sigfox_datafetch,NULL,NULL,88,NULL,NULL,806,0,0,0,2,2,5,11,10.300000,0,0,0,1,5
